timestamp,tau_J_d0,tau_J_d1,tau_J_d2,tau_J_d3,tau_J_d4,tau_J_d5,tau_J_d6
2024-07-18T19:29:58.262739,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.283311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.294355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.303687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.314770,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.328280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.363292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.404481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.445426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.486323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.527356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.568289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.609620,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.650243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.691390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.732183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.773216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.814364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.855295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.897114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.941302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:58.986279,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.034011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.083100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.135103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.189475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.245418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.304156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.363698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.424369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.489213,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.556698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.625971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.697278,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.771319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.851648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:29:59.927069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.010982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.090785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.173222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.258944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.344825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.434072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.525536,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.619086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.712203,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.813819,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:00.914404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:01.012113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:01.109865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:01.212605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:01.319262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-18T19:30:01.429308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
